exam_category,exam_type,quiz_id,quiz_title,most_vote,correct,A,B,C,D,E,F,G,H,I
examtopics,CLF-01,237,회사는 Amazon EC2 인스턴스를 사용하여 웹 응용 프로그램을 실행합니다.회사는 주문형 인스턴스 및 스팟 인스턴스를 사용합니다.회사는 두 유형의 사례에 대한 월별 지출을 시각화해야합니다. 어떤 AWS 서비스 또는 기능 이이 요구 사항을 충족합니까?,A,A,AWS 비용 탐색기,AWS 예산,아마존 클라우드 워치,AWS 비용 카테고리,난,난,난,난,난
examtopics,CLF-01,238,AWS ID 및 ACCESS Management (IAM)를 사용하여 사용자가 어떤 작업을 완료 할 수 있습니까?,D,D,애플리케이션 구성 파일에서 JSON 구문을 확인하십시오.,Amazon API 게이트웨이 호출에서 로그를 분석하십시오.,Amazon EC2 인스턴스로 트래픽을 필터링합니다.,Amazon EC2 인스턴스에서 실행되는 응용 프로그램에 대한 권한을 부여합니다.,난,난,난,난,난
examtopics,CLF-01,239,회사는 반 구조화 및 구조화 된 데이터의 페타 바이트에 대한 비즈니스 인텔리전스 및 운영 분석에 대한 보고서를 생성해야합니다.이 보고서는 Amazon S3 Data Lake에있는 데이터에 대한 표준 SQL 쿼리에서 생성됩니다. AWS 서비스는이 데이터를 분석 할 수있는 기능을 제공합니까?,D,D,아마존 RDS,아마존 해왕성,아마존 다이나 모드,아마존 레드 시프트,난,난,난,난,난
examtopics,CLF-01,240,회사가 AWS Cloud Services 플랫폼에서 워크로드를 시작할 때 시스템은 자동으로 실패를 복구합니다. AWS가 잘 아키텍처 한 프레임 워크의 기둥은이 상황을 입증합니까?,D,D,비용 최적화,운영 효율성,성능 효율성,신뢰할 수 있음,난,난,난,난,난
examtopics,CLF-01,241,다음 중 AWS 로컬 영역을 설명하는 것은 무엇입니까?,C,C,하나의 지리적 위치에있는 데이터 센터 클러스터,Amazon Cloudfront가 캐시에 자주 액세스하는 콘텐츠에 사용하는 사이트,AWS 영역을 더 세분화 된 위치로 확장,중복 전력 및 네트워킹이있는 하나 이상의 데이터 센터,난,난,난,난,난
examtopics,CLF-01,242,소매 회사는 IT 인프라 애플리케이션을 구내에서 AWS 클라우드로 마이그레이션하고 있습니다.이 마이그레이션으로 회사가 어떤 비용을 제거합니까?(2 개 선택.),ADE,AD,데이터 센터 운영 비용,응용 프로그램 라이센스 비용,마케팅 캠페인 비용,물리적 서버 하드웨어 비용,네트워크 관리 비용,난,난,난,난
examtopics,CLF-01,243,시장에 시간을 개선하는 측면에서 AWS 클라우드로 이동하면 어떤 이점이 있습니까?,C,C,배포 속도 감소,응용 프로그램 보안 증가,비즈니스 민첩성 증가,백업 기능 향상,난,난,난,난,난
examtopics,CLF-01,244,다음 중 AWS 클라우드에서 실행되는 서버리스 애플리케이션의 특성은 무엇입니까?(2 개 선택.),CE,CE,사용자는 Amazon EC2 인스턴스를 수동으로 구성해야합니다.,사용자는 운영 체제를 선택할 수 있습니다.,응용 프로그램에는 내장 내결함성이 내장되어 있습니다.,사용자는 Amazon EC2 스팟 인스턴스를 실행할 수 있습니다.,애플리케이션은 수요에 따라 확장 할 수 있습니다.,난,난,난,난
examtopics,CLF-01,245,회사는 AWS에 가져 오려는 기존 소프트웨어 라이센스를 가지고 있지만 라이센스 모델에는 라이센스 물리적 코어가 필요합니다. 회사는 어떻게 AWS 클라우드 에서이 요구 사항을 충족 할 수 있습니까?,B,B,기본 테넌트가있는 Amazon EC2 인스턴스를 시작하십시오.,전용 호스트에서 Amazon EC2 인스턴스를 시작하십시오.,주문형 용량 예약을 만듭니다.,전용 예약 된 인스턴스를 구매하십시오.,난,난,난,난,난
examtopics,CLF-01,246,"회사는 복잡한 AWS 아키텍처를 가지고 있습니다.회사는 사건, 상충 관계, 지원 및 위험 관리에 관한 전략을 제안 할 수있는 전용 기술 전문가의 지원이 필요합니다. AWS 지원 계획은 필요한 지원을 제공 할 것인가?",B,A,AWS 비즈니스 지원,AWS 엔터프라이즈 지원,AWS 개발자 지원,AWS 기본 지원,난,난,난,난,난
examtopics,CLF-01,247,다음 중 AWS 클라우드가 사용자에게 제공하는 이점은 무엇입니까?,A,A,사용자는 인프라 용량 요구 사항에 대해 추측 할 필요가 없습니다.,사용자는 IT 하드웨어의 단독 소유권을 유지하여 가변 비용을 줄입니다.,사용자는 기본 IT 인프라 하드웨어 제어를 유지합니다.,사용자는 관리 서비스를위한 운영 체제 제어를 유지합니다.,난,난,난,난,난
examtopics,CLF-01,248,AWS WAF를 사용하여 공통 웹 착취로부터 보호 할 수있는 AWS 서비스는 무엇입니까?(2 개 선택.),BE,BE,아마존 루트 53,아마존 클라우드 프론트,AWS 이적 가족,AWS 사이트 간 VPN,아마존 API 게이트웨이,난,난,난,난
examtopics,CLF-01,249,AWS 공유 책임 모델에서 어떤 컨트롤이 공유됩니까?(2 개 선택.),AC,AC,인식과 훈련,아마존 RDS 패치,구성 관리,"물리적, 환경 적 통제",서비스 및 커뮤니케이션 보호 또는 보안,난,난,난,난
examtopics,CLF-01,250,회사는 정적 IP 주소가 필요한 글로벌 애플리케이션을 관리합니다. AWS 서비스는 회사가 응용 프로그램의 가용성과 성능을 향상시킬 수있게합니까?,B,B,아마존 클라우드 프론트,AWS 글로벌 가속기,아마존 S3 전송 가속도,아마존 API 게이트웨이,난,난,난,난,난
examtopics,CLF-01,251,다음 중 AWS Compute 서비스는 무엇입니까?(2 개 선택.),AD,AD,Amazon Lightsail,AWS 시스템 관리자,AWS CloudFormation,AWS 배치,아마존 검사관,난,난,난,난
examtopics,CLF-01,252,회사는 회사가 사용하는 특정 AWS 서비스와 관련된 이벤트에 대해보고해야합니다. 회사 가이 요구 사항을 충족시키기 위해 Amazon CloudWatch와 함께 사용할 수있는 AWS 서비스 또는 리소스는 무엇입니까?,D,D,아마존 검사관,AWS 개인 건강 대시 보드,AWS 신뢰할 수있는 고문,AWS CloudTrail 로그,난,난,난,난,난
examtopics,CLF-01,253,AWS Enterprise 지원이 필요한 회사는 월간 AWS Bill을 이해하는 데 도움이되며 청구 모범 사례를 구현하려고합니다. 이러한 목표를 달성 할 수있는 AWS 도구 또는 리소스는 무엇입니까?,B,B,리소스 태깅,AWS 컨시어지 지원 팀,AWS 학대 팀,AWS 지원,난,난,난,난,난
examtopics,CLF-01,254,다음 중 AWS 키 값 데이터베이스는 어떤 규모로든 일관된 단일 자리 밀리 초 성능을 제공하는 것은 무엇입니까?,C,C,아마존 RDS,아마존 오로라,아마존 다이나 모드,아마존 레드 시프트,난,난,난,난,난
examtopics,CLF-01,255,회사는 새로운 node.js 응용 프로그램을 개발하고 있습니다.애플리케이션에는 응용 프로그램의 인기가 증가함에 따라 수요가 증가하기 위해서는 확장 가능한 NOSQL 데이터베이스가 있어야합니다. AWS 서비스는 데이터베이스의 요구 사항을 충족시킬 것입니까?,C,C,아마존 오로라 서버리스,아마존 elasticache,아마존 다이나 모드,아마존 레드 시프트,난,난,난,난,난
examtopics,CLF-01,256,"회사는 코드 코딩, 빌딩, 테스트 및 배포를위한 전체 개발 및 지속적인 전달 도구 체인을 설정하려고합니다. 어떤 AWS 서비스가 이러한 요구 사항을 충족합니까?",B,B,아마존 코드 구루,AWS Codestar,AWS CodeCommit,AWS CodeDeploy,난,난,난,난,난
examtopics,CLF-01,257,고객이 AWS 계정에서 API 전화를 감사 할 수있는 서비스는 무엇입니까?,A,A,AWS CloudTrail,AWS 신뢰할 수있는 고문,아마존 검사관,AWS X-ray,난,난,난,난,난
examtopics,CLF-01,258,회사는 사무실을 옮기고 있으며 암호화 된 연결을 AWS.,A,A,AWS VPN,아마존 루트 53,아마존 API 게이트웨이,아마존 연결,난,난,난,난,난
examtopics,CLF-01,259,회사는 가능한 가장 낮은 비용으로 Amazon EC2 인스턴스에서 꾸준하고 예측 가능한 성능이 필요합니다.또한 회사는 적절한시기에 적절한 리소스를 갖도록하기 위해 리소스를 확장 할 수있는 능력이 필요합니다. 어떤 AWS 서비스 또는 리소스가 이러한 요구 사항을 충족합니까?,D,D,아마존 클라우드 워치,응용 프로그램로드 밸런서,AWS 배치,Amazon EC2 자동 스케일링,난,난,난,난,난
examtopics,CLF-01,260,회사가 AWS 클라우드의 사용이 지역 규제 표준을 준수하는지 여부를 평가하는 데 도움이되는 문서를 제공 할 수있는 조치는 무엇입니까?,B,B,Amazon Guardduty를 실행합니다,AWS 아티팩트 사용,AWS 지원 티켓 생성,AWS CloudTrail 로그 평가,난,난,난,난,난
examtopics,CLF-01,261,회사는 짧은 기간 동안 Amazon EC2 인스턴스에서 응용 프로그램을 실행할 때 비용 효율적인 옵션을 원합니다.응용 프로그램을 중단 할 수 있습니다. 어떤 EC2 인스턴스 유형이 이러한 요구 사항을 충족합니까?,A,A,스팟 인스턴스,주문형 인스턴스,예약 된 인스턴스,전용 인스턴스,난,난,난,난,난
examtopics,CLF-01,262,소매 회사는 새로운 모바일 앱을 구축하고 있습니다.회사는 온-프레미스 데이터 센터 또는 AWS 클라우드에서 앱을 구축할지 여부를 평가하고 있습니다. 다음 중 AWS 클라우드 에서이 앱을 구축하면 어떤 이점이 있습니까?(2 개 선택.),BD,BD,크고 선불 자본 비용 및 낮은 가변 비용,새로운 프로젝트를 시도하기위한 속도 증가,인프라의 물리적 보안을 완전히 제어하십시오,응용 프로그램이 대중화되면 몇 분 안에 확장 할 수있는 유연성,애플리케이션 서버를 호스팅 할 특정 데이터 센터를 선택하는 기능,난,난,난,난
examtopics,CLF-01,263,"개발자는 AWS에서 응용 프로그램 향상을 위해 노력하고 있습니다.개발자는 GitHub 기반 코드, 저장소 및 버전 컨트롤을 안전하게 호스팅 할 수있는 서비스가 필요합니다. 개발자는 무엇을 사용해야합니까?",C,C,AWS Codestar,아마존 코드 구루,AWS CodeCommit,AWS CodePipeline,난,난,난,난,난
examtopics,CLF-01,264,AWS 지역은 무엇입니까?,B,B,"컴퓨팅, 스토리지 및 데이터베이스를 포함하는 광범위한 글로벌 클라우드 기반 제품 세트",데이터 센터가 클러스터링되는 전 세계의 물리적 위치,"중복 전력, 네트워킹 및 연결성이있는 하나 이상의 개별 데이터 센터",개발자가 사용자에게 밀리 초의 대기 시간을 제공하는 응용 프로그램을 구축하는 데 사용하는 서비스,난,난,난,난,난
examtopics,CLF-01,265,AWS 혜택은 지연 시간이 낮고 처리량이 적고 중복성이 낮은 네트워크로 연결된 여러 지역으로 구성된 클라우드 인프라를 배포 할 수있는 AWS의 혜택은 무엇입니까?,D,D,규모의 경제,보안,탄력,글로벌 도달 범위,난,난,난,난,난
examtopics,CLF-01,266,회사는 구내에서 AWS 클라우드로의 이주를 고려하고 있습니다.회사의 IT 팀은 워크로드에 대한 지원을 오프로드해야합니다. IT 팀은이 목표를 달성하기 위해 무엇을해야합니까?,A,A,"AWS 관리 서비스를 사용하여 회사 인프라를 제공, 실행 및 지원합니다.",가용성을 보장하기 위해 작업 캘린더로 하드웨어 새로 고침을 구축하십시오.,Amazon EC2 인스턴스에서 Amazon Elastic Container Service (Amazon ECS)를 사용하십시오.,가동 중지 시간을 방지하기 위해 계절 이벤트 및 트래픽 스파이크에 대한 과잉 프로필 컴퓨팅 용량.,난,난,난,난,난
examtopics,CLF-01,267,AWS Serverless Computing을 사용하면 어떤 이점이 있습니까?,D,D,응용 프로그램 배포 및 관리가 필요하지 않습니다.,응용 프로그램 보안은 AWS가 완전히 관리합니다.,모니터링 및 로깅이 필요하지 않습니다.,인프라 관리는 AWS에 오프로드되었습니다.,난,난,난,난,난
examtopics,CLF-01,268,회사는 미국 내 여러 지역에서 실행되는 응용 프로그램을 시작할 계획입니다.회사는 애플리케이션이 최저 가격으로 운영 될 수있는 두 개의 AWS 지역을 식별해야합니다. 회사가 가장 낮은 가격을 제공하는 지역을 결정하기 위해 어떤 AWS 서비스 또는 기능을 사용해야합니까?,D,D,비용 탐색기,AWS 예산,AWS 신뢰할 수있는 고문,AWS 가격 계산기,난,난,난,난,난
examtopics,CLF-01,269,AWS에 대한 사용자의 보안을 향상시키는 접근 방식은 무엇입니까?,D,D,Amazon RDS와 함께 멀티 AA 배포를 사용하십시오.,AWS Direct Connect를 사용하여 하이브리드 아키텍처를 만듭니다.,AWS X-ray로 응용 프로그램 별 정보를 모니터링하십시오.,AWS Key Management Service (AWS KMS)를 사용하여 데이터를 암호화합니다.,난,난,난,난,난
examtopics,CLF-01,270,어떤 AWS 서비스 또는 도구가 Amazon EC2 인스턴스와 관련이 있으며 인바운드 및 아웃 바운드 트래픽을 제어하기위한 가상 방화벽 역할을합니까?,D,D,aws waf,AWS 방패,네트워크 액세스 제어 목록 (ACL),보안 그룹,난,난,난,난,난
examtopics,CLF-01,271,회사는 온 프레미스 Microsoft SQL Server 데이터베이스 서버를 AWS 클라우드로 마이그레이션하려고합니다.이 회사는 AWS 공유 책임 모델에 따르면 Amazon EC2 인스턴스를 사용 하여이 데이터베이스를 실행하기로 결정했습니다.,B,B,EC2 하이퍼 바이저,게스트 운영 체제의 보안 패치,호스트 서버의 네트워크 연결,EC2 인스턴스의 가동 시간 서비스 수준 계약 (SLA),난,난,난,난,난
examtopics,CLF-01,272,개발자는 컨테이너 기반 서비스에 응용 프로그램을 배포하려고합니다.서비스는 백엔드 인스턴스를 자동으로 제공하고 관리해야합니다.서비스는 필요한 자원 만 제공해야합니다. 어떤 AWS 서비스가 이러한 요구 사항을 충족합니까?,CD,D,아마존 EC2,Amazon Lightsail,Amazon Elastic Kubernetes 서비스 (Amazon EKS),AWS Fargate,난,난,난,난,난
examtopics,CLF-01,273,AWS 계정 루트 사용자를 사용해야하는 작업은 무엇입니까?(2 개 선택.),AE,AE,AWS 지원 계획 변경,Amazon EC2 인스턴스 유형 수정,AWS Systems Manager의 리소스 그룹,Amazon Elastic Kubernetes Service에서 응용 프로그램 실행 (Amazon EKS),AWS 계정 폐쇄,난,난,난,난
examtopics,CLF-01,274,어떤 AWS 서비스가 응용 프로그램의 분리 및 스케일링을 가능하게합니까?,A,A,Amazon Simple Queue Service (Amazon Sqs),AWS 전초 기지,아마존 S3,아마존 간단한 이메일 서비스 (Amazon SES),난,난,난,난,난
examtopics,CLF-01,275,다음 중 Amazon S3의 핵심 기능 중 일부를 설명하는 것은 무엇입니까?,B,A,Amazon S3는 Amazon EC2와 함께 사용하도록 설계된 고성능 블록 저장 서비스입니다.,"Amazon S3는 높은 수준의 성능, 보안, 확장 성 및 데이터 가용성을 제공하는 객체 저장 서비스입니다.",Amazon S3는 업계 표준 SMB 프로토콜을 통해 액세스 할 수있는 완전히 관리되고 신뢰할 수 있으며 확장 가능한 파일 저장 시스템입니다.,Amazon S3는 AWS 클라우드 서비스 및 온 프레미스 리소스와 함께 사용하기위한 확장 가능하고 완전 관리 된 탄성 NFS입니다.,난,난,난,난,난
examtopics,CLF-01,276,통합 청구서는 여러 AWS 계정이있는 회사의 비용을 줄이는 데 어떻게 도움이됩니까?,A,A,회사가 볼륨 할인 임계 값에 더 빨리 도달 할 수 있도록 계정 간의 사용을 집계합니다.,모든 선불 예약 인스턴스의 구매에 대한 추가 5% 할인을 제공합니다.,회사가 표준 송장보다 더 빨리 처리 할 수있는 단순화 된 청구 송장을 제공합니다.,AWS 리셀러는 고객에게 사용을 청구 할 수있는 기능을 제공합니다.,난,난,난,난,난
examtopics,CLF-01,277,회사는 SSL/TLS를 사용하여 트래픽을 암호화하여 소비자 웹 애플리케이션을 보호하려고합니다. 회사 가이 목표를 달성하기 위해 어떤 AWS 서비스를 사용할 수 있습니까?,AD,D,aws waf,AWS 방패,아마존 VPC,AWS 인증서 관리자 (ACM),난,난,난,난,난
examtopics,CLF-01,278,다음 중 AWS 클라우드로 이동하는 이점은 무엇입니까?(2 개 선택.),CD,CD,사용자는 몇 초 만에 모든 AWS 서비스를 구현할 수 있습니다.,AWS는 인프라 및 응용 프로그램의 보안에 대한 모든 책임을 가정합니다.,사용자는 속도와 민첩성 증가를 경험합니다.,사용자는 대규모 규모의 규모의 혜택을받습니다.,사용자는 데이터 센터에서 AWS 클라우드로 하드웨어를 이동할 수 있습니다.,난,난,난,난
examtopics,CLF-01,279,회사는 구성 파일을 Amazon S3 버킷에 저장합니다.이러한 구성 파일은 Amazon EC2 인스턴스에서 실행중인 애플리케이션에서 액세스해야합니다. AWS 보안 모범 사례에 따라 회사가 S3 버킷에 액세스 할 수 있도록 권한을 어떻게 부여해야합니까?,C,C,AWS 계정 루트 사용자 액세스 키를 사용하십시오.,AWS 액세스 키 ID와 EC2 비밀 액세스 키를 사용하십시오.,필요한 권한과 함께 IAM 역할을 사용하십시오.,S3 버킷에서 MFA (Multi-Factor 인증) 및 버전화를 활성화하십시오.,난,난,난,난,난
examtopics,CLF-01,280,회사는 의심스러운 활동을 위해 회사의 AWS 계정을 지속적으로 모니터링하는 AWS 서비스가 필요합니다.이 서비스는 보안 결과에서 식별되는 위협에 대해 자동화 된 조치를 시작할 수 있어야합니다. 어떤 서비스가 이러한 요구 사항을 충족합니까?,D,D,AWS 신뢰할 수있는 고문,아마존 형사,아마존 검사관,Amazon Guardduty,난,난,난,난,난
examtopics,CLF-01,281,회사는 스트리밍 사용자 데이터를 분석하고 실시간으로 고객 쿼리에 응답하려고합니다. 어떤 AWS 서비스가 이러한 요구 사항을 충족 할 수 있습니까?,C,C,아마존 Quicksight,아마존 레드 시프트,Amazon Kinesis Data Analytics,AWS 데이터 파이프 라인,난,난,난,난,난
examtopics,CLF-01,282,AWS 계정 루트 사용자의 액세스 키를 누가 생성하고 관리 할 수 있습니까?,A,A,AWS 계정 소유자,관리자 권한이있는 IAM 사용자,지정된 그룹 내의 iAM 사용자,필요한 역할을하는 IAM 사용자,난,난,난,난,난
examtopics,CLF-01,283,회사가 웹 사이트 서버 중단을 감지하고 사용자를 대체 서버로 리디렉션하는 데 도움이 될 수있는 AWS 서비스는 무엇입니까?,C,C,아마존 클라우드 프론트,Amazon Guardduty,아마존 루트 53,AWS 신뢰할 수있는 고문,난,난,난,난,난
examtopics,CLF-01,284,"웹 애플리케이션은 탄성로드 밸런서, 다중 Amazon EC2 인스턴스 및 Amazon RDS를 사용하여 AWS에서 호스팅됩니다.(2 개 선택.)",BC,BC,EC2 인스턴스에서 바이러스 스캔을 실행합니다,IP 스푸핑 및 패킷 스니핑으로부터 보호합니다,RDS 인스턴스에 최신 보안 패치 설치,EC2 인스턴스와 탄성로드 밸런서 간의 암호화 통신,EC2 인스턴스의 보안 그룹 및 네트워크 액세스 제어 목록 (NACL) 구성,난,난,난,난
examtopics,CLF-01,285,다음 중 AWS 클라우드의 운영 우수성을위한 AWS가 잘 아픈 프레임 워크 설계 원칙은 무엇입니까?,B,B,몇 분 안에 글로벌로 가십시오.,"자주, 작고 가역적 인 변화를 만듭니다.",정체성 및 액세스 관리의 강력한 토대를 구현하십시오.,데이터 센터 운영을위한 하드웨어 인프라에 돈을 쓰지 마십시오.,난,난,난,난,난
examtopics,CLF-01,286,코드 품질을 향상시키고 응용 프로그램의 가장 비싼 코드 라인을 식별하기 위해 지능적인 권장 사항을 제공하는 AWS 서비스는 무엇입니까?,A,A,아마존 코드 구루,AWS Codestar,AWS CodeCommit,AWS CodeDeploy,난,난,난,난,난
examtopics,CLF-01,287,회사는 One AWS 지역에서 Second AWS 지역으로 확장하려고합니다. 두 번째 지역으로 확장하려면 회사가 무엇을해야합니까?,C,C,새 계약에 서명하려면 AWS 계정 관리자에게 문의하십시오.,가용성 구역을 두 번째 영역으로 이동하십시오.,두 번째 지역에 리소스를 배치하기 시작합니다.,두 번째 지역의 AWS 관리 콘솔을 다운로드하십시오.,난,난,난,난,난
examtopics,CLF-01,288,여러 Amazon EC2 인스턴스에서 장착 할 수있는 스토리지를 제공하는 AWS 서비스는 무엇입니까?,B,B,아마존 작업 공간,아마존 탄성 파일 시스템 (Amazon EFS),AWS 데이터베이스 마이그레이션 서비스 (AWS DMS),AWS 눈덩이 가장자리,난,난,난,난,난
examtopics,CLF-01,289,회사는 가능한 빨리 AWS 클라우드에 응용 프로그램을 배포해야합니다.회사는 또한 AWS 리소스 관리와 관련된 복잡성을 최소화해야합니다. 회사는 이러한 요구 사항을 충족시키기 위해 어떤 AWS 서비스를 사용해야합니까?,B,B,AWS 구성,AWS 탄성 콩나무,아마존 EC2,아마존 개인화,난,난,난,난,난
examtopics,CLF-01,290,회사에는 구내에 저장된 데이터베이스 세트가 있습니다.회사는 회사가 Amazon EC2 인스턴스에서 실행되도록 데이터베이스를 이동할 때 기존 Microsoft SQL Server 라이센스를 가져 오려고합니다. 회사가 이러한 요구 사항을 충족하기 위해 어떤 EC2 인스턴스 구매 옵션을 사용해야합니까?,C,A,전용 인스턴스,예약 된 인스턴스,전용 호스트,스팟 인스턴스,난,난,난,난,난
examtopics,CLF-01,291,다음 중 Amazon EC2 자동 스케일링 그룹을 사용하여 AWS 클라우드에서 용량을 확장하는 방법은 무엇입니까?,A,A,수요에 따라 EC2 인스턴스의 수를 자동으로 또는 자동으로 확장하십시오.,서버리스 EC2 인스턴스를 사용하십시오.,수요에 따라 EC2 인스턴스의 크기를 자동으로 위 또는 아래로 확장하십시오.,EC2 인스턴스간에 미사용 CPU 리소스를 전송합니다.,난,난,난,난,난
examtopics,CLF-01,292,"한 회사는 온-프레미스 데이터 센터의 리소스에 대한 무단 액세스를 발견했습니다.조사 결과, 회사는 요청이 AWS에서 호스팅 된 자원에서 비롯된 것으로 나타났습니다.",C,C,AWS 고객 서비스 팀,AWS 영업 팀,AWS 학대 팀,AWS 기술 지원 팀,난,난,난,난,난
examtopics,CLF-01,293,다음 중 AWS 공유 책임 모델의 측면은 무엇입니까?(2 개 선택.),BC,BC,인프라 장치의 구성 관리는 고객의 책임입니다.,"Amazon S3의 경우 AWS는 인프라 계층, 운영 체제 및 플랫폼을 운영합니다.",AWS는 물리적 클라우드 인프라를 보호 할 책임이 있습니다.,AWS는 AWS 제품 및 서비스에 대해 고객의 직원을 교육 할 책임이 있습니다.,Amazon EC2의 경우 AWS는 게스트 운영 체제를 유지 관리 할 책임이 있습니다.,난,난,난,난
examtopics,CLF-01,294,회사는 AWS 모범 사례를 따라 돈을 절약하고 시스템 성능을 향상 시키며 보안 격차를 밀어 내기 위해 실시간 지침이 필요합니다. 회사는 어떤 서비스를 사용해야합니까?,B,B,Amazon Guardduty,AWS 신뢰할 수있는 고문,AWS 관리 콘솔,AWS 시스템 관리자,난,난,난,난,난
examtopics,CLF-01,295,회사는 회사가 그룹으로서 사용자에게 권한을 부여 할 수 있도록 사용자를 구성하려고합니다. 회사 가이 요구 사항을 충족하기 위해 어떤 AWS 서비스 또는 도구를 사용할 수 있습니까?,B,B,보안 그룹,AWS Identity and Access Management (IAM),리소스 그룹,AWS 보안 허브,난,난,난,난,난
examtopics,CLF-01,296,회사는 신용 카드 정보를 처리하는 응용 프로그램을 운영합니다.감사인은 이전 감사 이후 AWS 환경이 변경되었는지 물었습니다.AWS 환경이 변경되면 감사인은 어떻게 변경되었는지 알고 싶어합니다. 어떤 AWS 서비스 가이 정보를 제공 할 수 있습니까?(2 개 선택.),CD,CD,AWS 인공물,AWS 신뢰할 수있는 고문,AWS 구성,AWS CloudTrail,AWS Identity and Access Management (IAM),난,난,난,난
examtopics,CLF-01,297,"회사는 템플릿을 사용하여 AWS 클라우드에서 인프라를 안정적으로 제공, 관리 및 업데이트하려고합니다. AWS 서비스는 이러한 요구 사항을 충족합니까?",B,B,AWS Lambda,AWS CloudFormation,AWS Fargate,AWS CodeDeploy,난,난,난,난,난
examtopics,CLF-01,298,회사는 구내에서 자체 인프라를 운영하는 데 드는 현재 비용을 검토하고 있습니다.회사는 이러한 온-프레미스 비용을 AWS 클라우드에서 인프라 운영 비용과 비교하려고합니다. 회사는 어떻게이 비교해야합니까?,D,D,AWS 공유 책임 모델을 검토하십시오.,기존 소프트웨어 및 하드웨어 라이센스 비용을 감사합니다.,AWS 잘 아키텍트 프레임 워크를 분석하십시오.,마이그레이션 평가자를 사용하십시오.,난,난,난,난,난
examtopics,CLF-01,299,회사는 개발자가 분산 응용 프로그램을 구축하는 데 사용할 수있는 저 코드의 시각적 워크 플로우 서비스가 필요합니다. 어떤 AWS 서비스가 이러한 요구 사항을 충족하도록 설계 되었습니까?,A,A,AWS 단계 기능,AWS 구성,AWS Lambda,아마존 클라우드 워치,난,난,난,난,난
examtopics,CLF-01,300,회사는 데이터 센터에서 AWS 클라우드로의 마이그레이션을 가속화하고자합니다. 회사 가이 요구 사항을 충족시키기 위해 어떤 AWS 서비스 조합을 사용해야합니까?(2 개 선택.),BC,BC,아마존 연결,AWS Direct Connect,AWS 서버 마이그레이션 서비스 (AWS SMS),아마존 루트 53,AWS 조직,난,난,난,난
examtopics,CLF-01,301,사용자가 IAM Secret Access 키를 잃으면 어떻게해야합니까?,C,B,IAM 콘솔을 사용하여 비밀 액세스 키를 검색하십시오.,새로운 액세스 키와 새로운 비밀 액세스 키가있는 새 사용자를 만듭니다.,비밀 액세스 키를 회전시킵니다.,AWS 지원에서 새로운 비밀 액세스 키를 요청하십시오.,난,난,난,난,난
examtopics,CLF-01,302,회사는 Docker 응용 프로그램을 AWS 클라우드에 배포하려고합니다.그러나 회사는 기본 서버를 관리하고 싶지 않습니다. 회사는 이러한 요구 사항을 충족하기 위해 어떤 AWS 서비스를 사용해야합니까?(2 개 선택.),CE,CE,아마존 EC2,Amazon EC2 자동 스케일링,AWS 탄성 콩나무,아마존 클라우드 프론트,AWS Fargate,난,난,난,난
examtopics,CLF-01,303,회사는 60TB의 데이터를 안전한 방식으로 AWS 클라우드로 전송해야합니다. 다음 중 어떤 회사가 이러한 요구 사항을 충족해야합니까?,A,A,AWS 눈덩이 가장자리 장치,Amazon Elastic Block Store (Amazon EBS),아마존 탄성 파일 시스템 (Amazon EFS),아마존 S3,난,난,난,난,난
examtopics,CLF-01,304,게임 회사는 온-프레미스 환경을 AWS로 옮기기를 원합니다.회사는 자원이 고도로 이용할 수 있도록 자원이 필요합니다. AWS 클라우드는이 요구 사항을 충족시키기 위해 제공합니까?,A,A,신뢰할 수 있음,AWS 공유 책임 모델,보안,민첩,난,난,난,난,난
examtopics,CLF-01,305,전자 상거래 회사는 Amazon EC2 인스턴스 함대에서 호스팅되는 온라인 상점의 사용을 모니터링하고 있습니다.트래픽의 급증은 주말마다 동시에 발생하며 약 4 시간 동안 지속됩니다. 회사가 수요의 급증을 충족시키기에 충분한 사례가 있는지 확인하기 위해 어떤 AWS 서비스를 사용해야합니까?,D,D,AWS Lambda,Amazon Eventbridge (Amazon Cloudwatch 이벤트),탄성로드 밸런싱 (ELB),Amazon EC2 자동 스케일링,난,난,난,난,난
examtopics,CLF-01,306,"회사는 VPC를 위해 무국적 네트워크 필터링이 필요합니다. 어떤 AWS 서비스, 도구 또는 기능 이이 요구 사항을 충족합니까?",C,C,AWS Privatelink,보안 그룹,네트워크 액세스 제어 목록 (ACL),aws waf,난,난,난,난,난
examtopics,CLF-01,307,회사는 AWS 리소스를 감사해야합니다.회사는 자원에 대한 변경 사항을 문서화해야합니다. 어떤 AWS 서비스가 이러한 요구 사항을 충족합니까?,B,B,AWS 인공물,AWS 구성,아마존 검사관,아마존 클라우드 워치,난,난,난,난,난
examtopics,CLF-01,308,회사는 SMB (Server Message Block) 프로토콜을 통해 액세스 할 수있는 완전히 관리되고 신뢰할 수 있으며 확장 가능한 파일 스토리지가 필요합니다. 어떤 AWS 서비스가 이러한 요구 사항을 충족합니까?,C,C,아마존 S3,아마존 탄성 파일 시스템 (Amazon EFS),Windows 파일 서버 용 Amazon FSX,Amazon Elastic Block Store (Amazon EBS),난,난,난,난,난
